no,word
2401,arep kok gawe simpen foto mantan ye? @bhakti_banda
2402,@agnarbr @anggarad_23 @taufiq_mahendra @reez.ka @via.ndra @bangsa_petrik @edopermadana_04
2403,bagus
2404,kirain min \u0001f605
2405,gan paket saya blm sampe saya trf jumat
2406,gw b
2407,gw pengen beli
2408,harga nya berapa?
2409,"gan itu luarnya bahanya apa metal juga atau kulit?,kalo diketok. bunyi nggak?"
2410,belii bar....\u0001f602 @barraaji14
2411,simpen apa dudul wkwk @riqki_23
2412,min..
2413,kuat?
2414,buat nyimpen hp di asrama bor
2415,brp itu om? say mau beli
2416,bwt simpen kertas contekan coy @mhmdfrz_ @primanurfauzi_
2417,harga nya brp gan
2418,harganya brp?
2419,order
2420,buat nyunat kayi' kayi' yg belom sunat nggak alot lagi ya kalo pake ini \u0001f602
2421,om @vanderism_com udah tau lelangan jp production di facebook. buat seperti itu pst keren.
2422,@vanderism_com pemenang quiznya mana?
2423,sama karambit yang kemarin tajaman mana min?
2424,@vanderism_com oalah aku gak liat \u0001f602\u0001f602
2425,@vanderism_com sudah lama itu saya pelanggan lama dr 2015
2426,buat potong rambut cocok nih
2427,"magnetik cube, modular pen, sama magnetik putty masih ada gan? @vanderism_com"
2428,bang cara pesen gimana si
2429,min kalo mau mesen harus nunjukin ktp kah
2430,gmn cr pesan ??
2431,"bantu jawab ya min, kalo mau pesen klik link yang ada di bio bro @luthfimovie @dannylaymeno gak perlu ktp bro @anandahilmi28 \u0001f606"
2432,oke @apriantidian\u0001f60a
2433,ini matanya 2 ato tengah aja bro? bisa nyobek pacar mantan ga? @vanderism_com
2434,"baru tadi, mainin kerambit (diputar2 di jari). tangan tertusuk, darahnya banyak"
2435,"min jokul senter polisi dong yg silaunya se anjing"" yg biasa di pake pas tawuran bola"
2436,@haddi_set
2437,nextnya gmna min. yg giveaway karambit
2438,@gabriansavier
2439,qtrz baracas karambit
2440,authentic indonesian double blade karambit
2441,red mantis karambit
2442,red mantis karambit
2443,bang @vanderism_com please cek dm \u0001f622\u0001f622\u0001f622
2444,qtrz baracas karambit
2445,qtrz baracas karambit
2446,min tokonya dimana ya? @vanderism_com
2447,bagusan ini atau mantis karambit?@vanderism_com
2448,bagusan ini atau mantis karambit?@vanderism_com
2449,min saya udah keracunan min... diperpanjang atau didiskonin dong barangnya min... tega bener \u0001f62d\u0001f62d\u0001f62d\u0001f62d\u0001f62d\u0001f62d\u0001f62d @vanderism_com
2450,@yosephinenr
2451,@permadihubert
2452,min saya sudah ngomong di line mohon responnya ya
2453,min maaf respon line nya min
2454,min saya udah transfer respon dong line nya @vanderism_com
2455,red mantis karambit @vanderism_com
2456,follow @garsuw009
2457,follow @garsuw_009
2458,salah caption broo
2459,berapa yg ini bg
2460,msh ada?
2461,mau 1
2462,@ivancs08
2463,saya pm wa nya ga dibales
2464,bgus ini ato mantis karambit bang
2465,bisa pesen g ni??
2466,masih ada stock?
2467,min kok ngak di bales wa saya?
2468,bro karambit nya bisa dilipet atau gak??? @vanderism_com
2469,order bisa kok wa gak dibalea gimana sih nih
2470,mesen dong 1
2471,@mayrendraa_ds
2472,mantapp soul min
2473,mau order dong @vanderism_com
2474,berapa
2475,@langitsendu
2476,"racun emang nih, pengen :("
2477,tanpa tenaga
2478,makan ni racun @randyadhikamula
2479,wow
2480,@yulianputra
2481,jangan sampe salah fungsi \u0001f609
2482,"braaa aji gile, racun type b ni"
2483,ngopo we sat ? wkwk @fxcaesar
2484,@reva_bhagaskara meh nggolok koe
2485,"hayo teko golok"" wae pie ? @fxcaesar"
2486,@takuyaputr_ aku ini ja kanggo
2487,@j.j.a.ferdinand tuku iki jepp
2488,mau order nih
2489,minat? @adriansinung
2490,enak tuh buat motong daging =v
2491,har beli lagi har @aloysiusharrry
2492,coba sesekali tes potong kayu :)
2493,potong kelapa min jangan nanas @vanderism_com
2494,jadi pengen 1 @basirfm
2495,buat apaan @ulumsyahrul
2496,@nandapakbon
2497,racun!!!!!!!
2498,boss mau pesan gmana caranya
2499,@fernandocunnoris ini ke
2500,keren @ronal_f1
2501,cocok untuk kurban hewan wkwk
2502,admin suru stok banyak pas idul adha \u0001f602
2503,@fransjosua
2504,mantap kali buat motong kepala yg nikung gue ni @vanderism_com
2505,@radenrandyy
2506,@gardha24_
2507,@ninoalfadiansyah macam di pb
2508,itu pisau combat kalau dipoint blank @fdhlrrahman_
2509,untuk apa benda2 berbahaya seperti ini dijual?
2510,bang kok dibalik pas motong bata wkwkw
2511,combat
2512,batu bata aja patah apa lagi tulang haha
2513,tanda tangan asli ?
2514,@darwin_k15
2515,nanas @xhaka28 @tedyantodhama
2516,:v
2517,om telolet om
2518,mauuu
2519,@vanderism_com bikin jam yang keren dong gan. yang serbaguna
2520,@vanderism_com order 1 bro
2521,om telolet om
2522,voucher codenya gabisa bro
2523,mau dong min
2524,gan jual airsoftgun ga?? @vanderism_com
2525,om telolet om
2526,om telolet om
2527,@vanderism_com mantap bro udh bisa
2528,om telolet om
2529,bro line sy dijawab dong yg bro rafi
2530,om telolet om #demamtelolet\u0001f3ba\u0001f68c
2531,@rejaayy
2532,jawab whatsapp bro @vanderism_com
2533,om mau cardsharp om. jual lagi dong oomm
2534,om kasih barang baru yg pas kantong jugak yaaa ommm
2535,om telolet om
2536,om telolet om
2537,kurang legit @will.wd
2538,telolet nya om telolet!!! :<<
2539,jual klakson telolet gak min? :v
2540,om telolet om
2541,om telolet om
2542,ada jual klakson telolet gak min?
2543,kok csgo xd
2544,om telolet om
2545,music you can taste ! #welovekandytour2017
2546,#omteloletom
2547,bro line gua dijawab dong
2548,bro line gua diblaes dong
2549,kapan saya bisa dpt ya ?
2550,"harap cek line or wa, sy hub dr kmaren gak ada respon"
2551,stock masih ada bro?
2552,masih adakah stocknya ? itu ada belt clip buat di sabuk ato celana gak itu?
2553,@haddi_set
2554,okey @mirzaafahreza
2555,itu bsa cod gk?
2556,masih ada stok
2557,@rameraritonang nihh
2558,aku minat om sama karambitnya. masih ada kah? @vanderism_com
2559,msih ada stock gan?
2560,cara belinya gimana @vanderism_com
2561,masih ada ga min karambit nya?
2562,aku mau karambit nya masih ada gak?
2563,@vanderism_com
2564,kalo ada cara beli nya gimana @vanderism_com?
2565,ori gk min?
2566,@vanderism_com ori apa kw super?
2567,@darwin_k15
2568,@pratamaryn
2569,om telolet omm
2570,om telolet omm
2571,astaga \u0001f602\u0001f602
2572,commentnya
2573,om telolet omm
2574,pengen beli gw @sultan.fad12
2575,\u0001f49e\u0001f49e\u0001f49e\u0001f49e\u0001f49e\u0001f49e
2576,@muakbr
2577,@vereyga2
2578,aduhh daging lagih mahal broo sayang \u0001f601\u0001f601\u0001f601@vanderism_com
2579,dm woyy dm
2580,sialan.. lagi bokek kaya gini keluar racun bagus \u0001f602
2581,@rayleonardhabema
2582,itu harga 259 udah di potong cashback apa belum ?
2583,coba test ke mantan bs?
2584,dope area \u0001f334!!
2585,propaganda..
2586,om telolet on
2587,mau pesen satu
2588,om telolet om
2589,om telolet om
2590,om telolet om telolet \u0001f4e2 \u0001f4e2 \u0001f4e2 \u0001f4e3 \u0001f4e3 \u0001f4e3
2591,beli ini buat nodong sopir bis buat telolet \u0001f602
2592,telolet ?
2593,buat ngiris bawang bagus gak yah..
2594,om telolet om
2595,om telolet om
2596,om telolet om
2597,om telolet om
2598,racoon duniaaaaaaaaa
2599,parah parah vanderism nebar racooonnn
2600,om telolet om
2601,om telolet om
2602,beli ini \u0001f602\u0001f602 @rahil.prayita
2603,om telolet om
2604,om telolet om
2605,om telolet om
2606,om telolet om
2607,bagus bgt productnya@vanderism_com
2608,om telolet om
2609,ngeri
2610,asik ndrong.. landep @gilangmaulana_nugraha @diyan.aji @ulumae
2611,"om, telolet om"
2612,om telolet om!!!
2613,om telolet om
2614,om telolet om
2615,om telolet om
2616,om telolet om
2617,om telolet omm
2618,om telolet om
2619,"@vanderism_com omm ..yang bilang ""om telolet om"" bisaa di tes karambit gk om ? :v"
2620,msh ready gk om barangnya?
2621,bisa order om..??
2622,@vanderism_com
2623,karambit senjata pemungkas yg di pakai karakter sam fisher di game terkenal splintercell blacklist. cara beladirinya juga di angkat dari beladiri indonesia. chek it @vanderism_com
2624,@edwinat11 @joe_matthew2
2625,saya udh line mau beli yg ini tpi gak ad respon
2626,@istighfardila
2627,ini masih ada ka @vanderism_com
2628,"kesini karena channel agung hapsah\u0001f602, btw produknya mantep-mantep. belinya hanya via online?"
2629,@athafallahf @aditfrz @razedityart_ gapunya karambit..beli ini aje
2630,wow
2631,@ar57_x tah alus jang kana sabuk
2632,mahaal @rizal_ch
2633,bang puter lah
2634,ini karambit tihel @helly.soetjahyo
2635,bisa untuk freestyle gak
2636,klo bisa pengen niat beli
2637,@kurniawan.darwin
2638,anjay @mdarts_ cs om
2639,@jordan_axel8
2640,masih ada kak.? @vanderism_com
2641,min itu tuh maksud kalau dimasukin itu gimana yaa?
2642,lhoo punyamu wong @michaus306 @k_hh_15 @2wil3
2643,kak aku beli 1 brp ongkir
2644,min ini recommended buat bunuh mantan pacar yg lg jalan sama gebetan barunya ? @vanderism_com \u0001f602\u0001f602\u0001f602\u0001f602\u0001f602
2645,mau? @aliakbarrafsrg
2646,di katalog website nya itu belom yg new batch ya min? gue liat di katalog masih yg model lama min. mau order min tapi yg batch baru bukan yg lama. thanks
2647,"tolong di respon ya min, makasih :)"
2648,@patrickaustin17 versi baru itu
2649,ga ada jual pedang bonus istri gitu ya \u0001f614
2650,kyak punya kenshin hahahaa
2651,lanjutin terus usaha nya @vanderism_com
2652,mau beli gimana caranya min?
2653,beli dong
2654,card knife masih ada gak min ? @vanderism_com
2655,kalau mau order gmn ya? @vanderism_com
2656,@mfarhanms yeuh han katana wkwk
2657,toko dimana?
2658,bls line dong kak :( @vanderism_com
2659,kok line officialnya ga bales sama sekali ya? udah 3x chat @vanderism_com
2660,klo berat ny itu packaging berapa kg kk\xbf
2661,@vanderism_com kok saya line gk ada respon sama sekali ya? apa masih jualan nih?
2662,"@vanderism_com ooo i see, kpn selesai libur nya bro? maaf mengganggu sblumnya"
2663,kok saya juga gak ada respon
2664,diliburkan toh pantes
2665,"anday al alus, ngan urangna geus di imah deui anyong wkkw @alishandi1"
2666,@steven.amin
2667,gan jual thunderball kaya di watch dogs 2 dong biar keren hehehe
2668,"kak aku udh trf,bls line nya ya kak makasihhh @vanderism_com"
2669,gan mw pesan yg ini
2670,masih libur min?
2671,balas line min
2672,balas line dan wa min
2673,gan. websiteasih dalam proses ya
2674,@robin_charles_pp
2675,@patrickjbn
2676,belum ada yang baru nih? @vanderism_com
2677,kapan jam ane di kirim @vanderism_com
2678,duit habis :( sabar nunggu model lain lah ;(
2679,ini 89.000rb ? @vanderism_com
2680,webnya vanderism.com lg under construction ya min?
2681,"@vanderism_com min,ane mau nanya nih wkwkwk. kantor nnya yg di glc trima beli barang & bayar di tmpat ndak? wkwkwk \u0001f602 \u0001f602 \u0001f602 \u0001f602"
2682,0
2683,"card sharp stocknya masih ada gk,,? @vanderism_com"
2684,"min liat"" karambit dong"
2685,dari mana taunya kita kalau asli min ? bedanya sama yg dijual di pasar apa ?
2686,nyo pedang @ridhodori48
2687,meh tuku @asyhanputra ???
2688,cara pesen gimana
2689,@nurulyulita
2690,ada wa gan ? @vanderism_com
2691,bang mau pesen
2692,harga nya turun ? @vanderism_com
2693,order dong min 1
2694,gak punya tokopedia @vanderism_com ???
2695,@geanprim
2696,line gaada response
2697,@vanderism_com kirim via pos bisa?
2698,masih ada ??
2699,@spanggab
2700,ga ada respon di line
2701,masih ready gan ?
2702,om saya wa kok blm di respon \u0001f601
2703,masih ada gan? wa gk di respon nih
2704,@sharkbluff need this broo
2705,masih ready stock gak gan ?
2706,bang ada gir ga
2707,yakin lebih tajam dari yang old nya?.. gue pesen satu ya min
2708,sudah chat line bro tapi belom di bales hmm
2709,minat 1 min
2710,min ane udah pesan via line n wa tp kok gk d respon y @vanderism_com
2711,masih ada gk mas?
2712,lumayan buat emak motong wortel
2713,apakah untuk pemesanan benda'' seperti ini harus ada ijin khusus atau tinggal pesan lalu beli?
2714,ngasah nya pake apa ya bro? order gak ya\u0001f622
2715,this is more cool then krambit \u0001f60d
2716,ok siap.... saya kira harus ad ijin khusus
2717,cara pemesanan gimana gan?
2718,@vanderism_com asahan nya yg mana ya?
2719,pesan satu min saya sudah pm dan email ke mimin
2720,police baton yg stainlees ud restock blm ya
2721,iphone stum masih ada ga broo?
2722,trakhire koyo how to basic \u0001f602\u0001f602 @reigozaul
2723,ini mad. klo mau beli kaya punya om yoyo @ilham_mashila
2724,jam tangan nya masih apa tidak?
2725,@fadilahmad098
2726,"mas, ordernya masih buka g malam2 gini? atau bsk pagi ya baru respon?"
2727,@vanderism_com cek line dong min..
2728,@ckyudhatama tuku ra?
2729,"murah sih, tp aku dudu tipe swordsman @kevinbifadlika"
2730,@mohamadfrengki
2731,min linenya blom di respond .-.
2732,@richardadisaputra
2733,mau dong bro
2734,ngeri kali bang barangnya \u0001f604 emang gokil @vanderism_com \u0001f602\u0001f44d\u0001f44f applause
2735,ketennn!!!!!
2736,"mau donk, cara pesennya gmana nih @vanderism_com"
2737,"mas avatar... buat koleksi krambit, pisau lipatnya mana trutama balisong... hunt balisong yg good sulit rata2 ketajaman kurang @vanderism_com"
2738,linenya udah gak bisa di add @vanderism_com
2739,ongkir gratis atau ditangung pembeli ?
2740,@vanderism_com
2741,sikat @alifmuhamad97
2742,min kantornya di greenlake city disebalah manya ya? dr kantor teknojek jauh ga y?
2743,@wallidmma another cancer
2744,anjir ngakak endingnya @juliansaputraaa
2745,89 ribu apa 89 juta
2746,nether senter ada ta yang senter kecil bisa di ces dengan chengger hp yang bisa di buat kalung
2747,mau dong buat kalau ketemu begal:v
2748,tokonya dimana gan...? saya mau langsung ke toko saja
2749,testny jan k balon ama apel dong gan
2750,@hzerga
2751,kapan cardsharp promo? :v
2752,lol
2753,lol
2754,nah de keren kan wkwk @jihanfahir
2755,@milhampra_rmt engga wkwk
2756,\u0001f63a (*^^*)
2757,masi ada nggak??
2758,plz saya mw donk @vanderism_com
2759,saya mw!!!!
2760,89k itu udh ongkir
2761,"89.000 itu udh ongkir tt,kirim surabaya bisa @vanderism_com"
2762,ini 89k/200k
2763,@yuniartd
2764,ini masih ga ya?
2765,masih ada?
2766,cara pesen nya gimana gan? @vanderism_com
2767,@uizctz26_
2768,kak mau pesen
2769,masih ada gak
2770,lek belikkan @ekafadlirasyid
2771,bang gw mau beli tapi nabung dulu wkwkwk...kalo masih ada
2772,bro ini masih ada
2773,masih ada barang nya bang
2774,@axel_hartanto
2775,masih ada mau beli 1
2776,ini yg pas d shoot keluar tali gt ya ??
2777,"wuu,- nice! haha \u0001f602"
2778,kepingin
2779,"@vanderism_com wah keren2, bisa nih d pake gelut ama doi \u0001f602\u0001f602 semangat terus update racun nya \u0001f44d\u0001f44d"
2780,"itu 3 peluru. habis keluar ga bisa dipake lg ya bro? 3 kali pakai, beli peluru lg?"
2781,serius itu 80.000 volt?
2782,yg taser x26 gak ada gan?
2783,"ijin min @vanderism_com, untuk ammonya sekali pakai?"
2784,like wacthdog 2 \u0001f602\u0001f602
2785,"wanjiiiirrr.... ini nih yang bikin gw sebel ama ig satu ini... semua alat2nya racoooonnn!!! pengen beli ini itu, tapi kantong pas pasan... \u0001f62d\u0001f62d tebar terus racun mu broo... biar suatu saat gw bisa beli..."
2786,min @vanderism_com ..masih ready kah??
2787,ngakak hashtagnya
2788,kalau udah gawe gw bakal beli :(
2789,"kira"" brapaan harganya bos? infoin ntr kalo ada ya bos\u0001f601"
2790,"waini, next post lebih sadis... woke broo, siap ngumpulin receh dulu"
2791,sadisss
2792,let's go hijrah
2793,",@fitrinurch minat gk mbakk"
2794,kak dm kak
2795,@aldiisaputraaa
2796,min tokonya di daerah mana?@vanderism_com
2797,line gak di bales udah 2hari @vanderism_com
2798,bro mau tanya ni kalo kita naik pesawat disita gak ya barang nya @vanderism_com
2799,"@vanderism_com mas admin aq baru liat youtube ,pengen nyari senter kecil yg dikalungin itu ,sama yg bisa di cas pake usb ,ada ngga mas admin ,harganya brapa"
2800,lokasi dimana boss ?
2801,itu tembak an asli
2802,@_elmillaut iki seng tak maksud bukan 20.000 tapi 80.000 volt gendeng
2803,taser nya berapa mas @vanderism_com
2804,ooo saaih ya @wahhyu_rozaki
2805,@khdkarima
2806,tunggu main pistol nya @vanderism_com
2807,di tunggu toys selanjut nya
2808,untuk peluru harganya brp bro
2809,@vanderism_com om admin. apa kepemilikan alat tsb perlu menggunakan ijin/tidak?
