no,Kalimat Awal,Kalimat Hasil Preproses,Label Awal,Label Exp1,,Label Exp2,,Label Exp3,,Label Exp4,
830,Yg mau titip order yuk langsung chat DM atau Line yaa 😘😘😘,titip order ayo langsung chat dm line iya _emot_pos_ _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
831,"@anieariani06 @aidarahayu bisa titip di kita say kl gk sempet order lngsung via web, dm ya", _mentionteman_ _mentionteman_ titip sayang order lngsung via web dm iya ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
832,"Yg jam 6 lagi sibuk urus ini itu,bisa kok titip ke saya,cek ig kami ya 😊",jam _angka_ sibuk urus titip cek ig iya _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
833,Yg mau titip order langsung DM atau line yaaa😘😘😘 thankyouu😘,titip order langsung dm line iya _emot_pos_ _emot_pos_ _emot_pos_ thankyouu _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
834,ga ad yg pake pet ya ka 😂 @vanillahijab,pakai pet iya kakak _emot_pos_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,baca,false
835,bahaya ni mo keluarin dress,bahaya keluarkan dress ,abaikan,abaikan,true,baca,false,baca,false,abaikan,true
836,Yg minat jastip langsung dm ya mba say🙏,minat jasa titip langsung dm iya kakak perempuan sayang _emot_netral_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
837,Yah diganti pagi lagi,kecewa diubah pagi ,baca,baca,true,baca,true,baca,true,jawab,false
838,"Beauty rosie, TIRAMISU dan white yang minat silahkan DM yaa 🙋🙋🌸",beauty rosie tiramisu white minat silakan dm iya _emot_netral_ _emot_netral_ _emot_netral_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,baca,false
839,Cakeppp bgtt,bagus bgtt ,baca,abaikan,false,baca,true,baca,true,abaikan,false
840,Sukaaaa bgtt deh yg begini lbh syar'i... 😘😘😘,suka bgtt deh syar'i _tanda_titik_ _emot_pos_ _emot_pos_ _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,abaikan,false
841,Malam aja ka jangan pagi 😂,malam kakak pagi _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
842,Cantik jilbabnyaa...,cantik jilbabnyaa _tanda_titik_ ,baca,baca,true,baca,true,baca,true,baca,true
843,Bisa titip order di kita say @ayuandaa @hafsi_dh,titip order sayang _mentionteman_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
844,"Ana Skirt Teal & Maroon 130rb,  free ongkir max 30rb.. Cek IG u/ produk lainnya.  Minat DM ya.",ana skirt teal & maroon _angka_ ribu free ongkos kirim manya _angka_ ribu _tanda_titik_ cek ig produk _tanda_titik_ minat dm iya _tanda_titik_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
845,Yg mau titip order bisa lewat aku,titip order ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
846,"yg minat segi4 beauty rosie, dazzle, tiramisu, salem, syana blouse mustard xl, mala rose, sala heart, yuk cek ig, free ong via shopee",minat segi _angka_ beauty rosie dazzle tiramisu salem syana blouse mustard xl mala rose sala heart ayo cek ig free ong via shopee ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
847,"Segi 4 beauty, ana basic skirt cek ig kita yuk sis",segi _angka_ beauty ana basic skirt cek ig ayo kakak perempuan ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
848,Ini ada yg panjang kak @ariandamayanti,kak _mentionteman_ ,abaikan,jawab,false,abaikan,true,abaikan,true,abaikan,true
849,Bagus mba @arty_angelic,bagus kakak perempuan _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
850,pngen. ATM Zonk,_tanda_titik_ atm zong ,abaikan,abaikan,true,baca,false,baca,false,baca,false
851,😍😍😍😍😍, _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,baca,false,baca,false,baca,false
852,@sasha_al_ghuroba mbak ini bagus 😍😍😍😍😍, _mentionteman_ mbak bagus _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
853,Yg msh cari tiramisu ya,cari tiramisu iya ,abaikan,abaikan,true,jawab,false,jawab,false,jawab,false
854,Naksir kak yg panjabg gini 💜,tertari kak panjabg _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
855,👍👍, _emot_pos_ _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
856,"Ready swing dress rougue n olive, vivy instan cocoate, jeans n lipmatte, anna skirt olive",swing dress rougue olive vivy instan cocoate jeans lipmatte anna skirt olive ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
857,Mba @arty_angelic  ro mba @itasahrie  korban kudung... Roh roh komen truss...wkkwkw,kakak perempuan _mentionteman_ ro kakak perempuan _mentionteman_ korban kudung _tanda_titik_ roh roh komentar truss _tanda_titik_ wkkwkw ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
858,Hahaha gabung yuks biar kecanduan ahaha @muna.ayu,tertawa gabung ayo biar kecanduan tertawa _mentionteman_ ,abaikan,baca,false,abaikan,true,abaikan,true,abaikan,true
859,Ora waelah mba @arty_angelic  makmak pengangguran iki,ora waelah kakak perempuan _mentionteman_ ibu - ibu pengangguran iki ,abaikan,abaikan,true,abaikan,true,abaikan,true,jawab,false
860,Haha  ra po2 mba gabung @muna.ayu,tertawa ra po _angka_ kakak perempuan gabung _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
861,😘😘😘💞💞💞💞, _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,baca,false,baca,false,baca,false
862,Hay asslmlkum..yg takut ketinggalan atau gak smpat order bisa titip di aku yaa 🙋 kirim dari tangsel 😘🙏 #testimimiiwindow,hay asslmlkum _tanda_titik_ takut tertinggal order titip iya _emot_netral_ kirim tangeran selatan _emot_pos_ _emot_netral_ _hashtag_ stimimiiwindow ,abaikan,jawab,false,abaikan,true,abaikan,true,abaikan,true
863,"Assalamulaikum, yang mau tapi nggak sempat order bisa bareng aku yaa, jastip 7rb aja👌bisa free ongkir via Shopee, makasih 🙏",assalamulaikum order bareng iya jasa titip _angka_ ribu _emot_pos_ free ongkos kirim via shopee terima kasih _emot_netral_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
864,Berapa sist,kakak perempuan ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
865,Yuk yang mau titip order DM ya dr bekasi😊,ayo titip order dm iya _daerah_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
866,"Ready mala instan embos jeans,mala instan khahi,diamond valentino cek ig dear",mala instan embos jeans mala instan khahi diamond valentino cek ig dear ,abaikan,abaikan,true,baca,false,baca,false,abaikan,true
867,Mau 😢,_emot_neg_ ,baca,abaikan,false,baca,true,baca,true,baca,true
868,Mauu tp gak sempet order 😭,mauu order _emot_neg_ ,baca,baca,true,baca,true,baca,true,baca,true
869,Ada bumil cantik ... Warna kerudungnya cantik,ibu hamil cantik _tanda_titik_ warna kerudungnya cantik ,baca,baca,true,baca,true,baca,true,baca,true
870,Bahan ceruti ini nyerap keringat ga ya? Mgkn ada yg bs bantu jwb 🙏,bahan ceruti menyerap keringat iya _tanda_tanya_ bantu _emot_netral_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
871,@maemunah_harris bisa titip order ke kita ya cek ig kita ya 😊, _mentionteman_ titip order iya cek ig iya _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
872,🌸, _emot_netral_ ,abaikan,abaikan,true,baca,false,baca,false,baca,false
873,yuk yg mau nitip bisa langsung dm aja😊,ayo menitipkan langsung dm _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
874,😘😘😘😘, _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,baca,false,baca,false,baca,false
875,Yuk sis @maemunah_harris @ayuandaaa @aidarahayu03 bisa titip order di kita 😊😊,ayo kakak perempuan _mentionteman_ _mentionteman_ _mentionteman_ titip order _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
876,😘😘😘❤❤❤, _emot_pos_ _emot_pos_ _emot_pos_ \ _angka_ \ _angka_ \ _angka_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,baca,false
877,ko warna yang biru ini ga ada yaaa 😥😥,ko warna biru iya _emot_netral_ _emot_netral_ ,jawab,jawab,true,baca,false,baca,false,jawab,true
878,@nuurmalla sis sy ada kl minat. free ongkir via shoope : adistizan, _mentionteman_ kakak perempuan minat _tanda_titik_ free ongkos kirim via shoope : adistizan ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
879,@listianiaqila @putririzkiih, _mentionteman_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
880,Ini mba @arty_angelic  hihi,kakak perempuan _mentionteman_ hihi ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
881,Bkin yg  pasmina donk ka,bkin pasmina kakak ,baca,abaikan,false,jawab,false,jawab,false,jawab,false
882,😍😍😍😍 @jnonguul, _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
883,@vanillahijab nutupin dada ngga min hijabnya?, _mentionpemilik_ menutupi dada min hijabnya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
884,"Aduh,bajunya juga bagus 😍😍😍",aduh bajunya bagus _emot_pos_ _emot_pos_ _emot_pos_ ,baca,baca,true,baca,true,baca,true,baca,true
885,Itu blouse nya kece bangeeet,blouse nya keren banget ,baca,abaikan,false,baca,true,baca,true,baca,true
886,Leh uga ituuu 😍 @ncieasriani,_emot_pos_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
887,Bajunyaa😄😍😍,bajunyaa _emot_pos_ _emot_pos_ _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
888,Ya ampuuunnnnnn😍😍😍😍😍,iya ampun _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,abaikan,false
889,yaaah knp akhiiiiir bln?? @vanillahijab,kecewa _tanda_tanya_ _mentionpemilik_ ,baca,abaikan,false,jawab,false,jawab,false,jawab,false
890,Syantikk.. 😊😊,syantikk _tanda_titik_ _emot_pos_ _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
891,Bagaimana pesannya? @vanillahijab,pesannya _tanda_tanya_ _mentionpemilik_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
892,Outernya gk sekalian launching..naksir bgt smuanya□,outernya launching _tanda_titik_ tertari banget smuanya\u _angka_ a _angka_ ,baca,baca,true,baca,true,baca,true,baca,true
893,Unyu hijabx kece badai banget @vanillahijab,menggemaskan hijabnya keren badai banget _mentionpemilik_ ,baca,baca,true,baca,true,baca,true,jawab,false
894,Cntikk 😍,cntikk _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
895,@daramelasari silahkan berburu 😜😜, _mentionteman_ silakan berburu _emot_netral_ _emot_netral_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
896,Salfok sm blouse nya😅,salah fokus sm blouse nya _emot_pos_ ,baca,abaikan,false,abaikan,false,abaikan,false,baca,true
897,New again @niaanggraeni1906,_daerah_ again _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
898,@syifafaaa menutup dada dan punggung dear., _mentionteman_ menutup dada punggung dear _tanda_titik_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
899,@dyahaef mau dunk😍😍😍, _mentionteman_ _emot_pos_ _emot_pos_ _emot_pos_ ,abaikan,baca,false,abaikan,true,abaikan,true,abaikan,true
900,Berapa harganya sis ?,harganya kakak perempuan _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
901,"Model nya baru lagi yaaa, chanciikk :-*",model nya _daerah_ iya chanciikk : - * ,baca,baca,true,jawab,false,jawab,false,jawab,false
902,cara pesamnya gimna sist?,pesamnya kakak perempuan _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
903,pesen mba.. ntar aku nitip 😂 @listianiaqila,pesan kakak perempuan _tanda_titik_ sebentar menitipkan _emot_pos_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
904,Aihh..syantiiikkknyaa😍,aihh _tanda_titik_ syantiknyaa _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
905,@nonalogyy aduh..., _mentionteman_ aduh _tanda_titik_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
906,@bungapratiwi275 harus punya ni buat kalo kondangam 😍😍😍, _mentionteman_ kondangam _emot_pos_ _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
907,Yuk sis @firarawi2224 bisa titip order di kita.. 😊😊,ayo kakak perempuan _mentionteman_ titip order _tanda_titik_ _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
908,Yuk sis @fitdjon bisa titip order di aku.. 😊,ayo kakak perempuan _mentionteman_ titip order _tanda_titik_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
909,Hay..yg tkut ktinggalan atau sibuk di jam upload bsa titip sma ak yaa 🙋 mi,hay _tanda_titik_ takut ktinggalan sibuk jam unggah titip sma iya _emot_netral_ mi ,abaikan,abaikan,true,baca,false,baca,false,jawab,false
910,Blousenya..😍😍,blousenya _tanda_titik_ _emot_pos_ _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
911,Pengen blousenyaaaa,blousenya ,baca,abaikan,false,baca,true,baca,true,abaikan,false
912,Ini bisa ntup da2 ga hujanny? Dipanjangin gt?,ntup da _angka_ hujannya _tanda_tanya_ diperpanjang _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
913,Lucuuu. Suka hijab instan nya yg berlayer2,lucu _tanda_titik_ suka hijab instan nya berlayer _angka_ ,baca,abaikan,false,baca,true,baca,true,baca,true
914,*hijabny mksdny sis..hhe,* hijabnya mksdnya kakak perempuan _tanda_titik_ hhe ,abaikan,abaikan,true,baca,false,baca,false,jawab,false
915,Brpaan ?,_tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
916,Blousenyaaaaa,blousenya ,abaikan,abaikan,true,baca,false,baca,false,abaikan,true
917,Yg g sempat order yuuuk langsung chat ajaa dear 😊😘,g order ayo langsung chat ajaa dear _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,baca,false,baca,false,baca,false
918,Gmna cara orderx? @vanillahijab,gmna ordernya _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
919,berapaan sis,kakak perempuan ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
920,@hilda_april, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
921,@anisa_hara, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
922,Yuk sis @uleyaadheno bisa titip order di kita 😊😊,ayo kakak perempuan _mentionteman_ titip order _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
923,Blousenya lucu😍😍,blousenya lucu _emot_pos_ _emot_pos_ ,baca,baca,true,baca,true,baca,true,baca,true
924,😍😍😍😍😍, _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
925,Ingiiin @dinirachmaa,_mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
926,Daleman hijab bisa cek dimari.. ❤️❤️❤️👏👏,pakaian hijab cek _tanda_titik_ \ _angka_ \ ufe _angka_ f\u _angka_ \ ufe _angka_ f\u _angka_ \ ufe _angka_ f _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,baca,false
927,@marafauziya 😆, _mentionteman_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
928,Blouseeeeee nya keren,blouse nya keren ,baca,baca,true,baca,true,baca,true,baca,true
929,Yg mau jastip bsa hub aku yaa. Atau dm ya mb say😊trimss,jasa titip hubungi iya _tanda_titik_ dm iya mb sayang _emot_pos_ trimss ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
930,"Blousenya tu brp sist,,djual jg g?",blousenya tu kakak perempuan djual g _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
931,@gayatriareumi, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
932,Sist cara pesannya gmn,kakak perempuan pesannya ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
933,@vianisa_407 bisa titip order di aku say siapa tau minat bisa dm ya, _mentionteman_ titip order sayang minat dm iya ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
934,Ini bisa dibikin syari ga kak kerudungnya ?,dibikin syari kak kerudungnya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
935,Mauu sis..,mauu kakak perempuan _tanda_titik_ ,baca,baca,true,baca,true,baca,true,jawab,false
936,"@uleyaadheno bisa titip order di aku kak say, minat bisa dm ya", _mentionteman_ titip order kak sayang minat dm iya ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
937,"@firarawi2224 bisa titip order di aku kak say, minat dm ya", _mentionteman_ titip order kak sayang minat dm iya ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
938,Yuk sis @vianisa_407 bisa titip order di kita.. 😊😊,ayo kakak perempuan _mentionteman_ titip order _tanda_titik_ _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
939,Mau ikut order ini kagak ma nanti?? @ammaarahma,order ma _tanda_tanya_ _mentionteman_ ,abaikan,jawab,false,abaikan,true,abaikan,true,abaikan,true
940,@arum_joe apik yo mbk 😀, _mentionteman_ apik iya kakak perempuan _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
941,Maaauuuuu,,baca,abaikan,false,baca,true,baca,true,baca,true
942,Berapa harga.x kk,harga _tanda_titik_ x kakak ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
943,Mbak @hifa.fauzia naksir ini juga ya?,mbak _mentionteman_ tertari iya _tanda_tanya_ ,abaikan,baca,false,abaikan,true,abaikan,true,abaikan,true
944,Wow 😍,wow _emot_pos_ ,baca,baca,true,baca,true,baca,true,baca,true
945,Wah... menunggu deskripsi selanjutnya.. Bisa menutup dada nggak ya ini?,_tanda_titik_ menunggu deskripsi _tanda_titik_ menutup dada iya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
946,Mau bobow pants nyaaa😍,bobow pants nya _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
947,Yuk sis @ariwidya_makeup bisa titip order di kita 😉😉,ayo kakak perempuan _mentionteman_ titip order _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
948,Blouse nya cantik 💞,blouse nya cantik _emot_pos_ ,baca,baca,true,baca,true,baca,true,baca,true
949,😍😍😍😍, _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
950,@shadina_gallery brp say?, _mentionteman_ sayang _tanda_tanya_ ,abaikan,jawab,false,abaikan,true,abaikan,true,abaikan,true
951,Mauuuu,,baca,baca,true,baca,true,baca,true,baca,true
952,Cantik bangettt hijab nya,cantik banget hijab nya ,baca,baca,true,baca,true,baca,true,baca,true
953,Mba @iamlindks 😍😍😍 ngiler gk😂,kakak perempuan _mentionteman_ _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
954,Berburu ini ato scarfnya hayoo.. @windaps96 eh salfok blousenya,berburu scarfnya hayoo _tanda_titik_ _mentionteman_ eh salah fokus blousenya ,abaikan,jawab,false,abaikan,true,abaikan,true,abaikan,true
955,Tutorial nya donk kakak @vanillahijab,tutorial nya kakak _mentionpemilik_ ,jawab,baca,false,jawab,true,jawab,true,jawab,true
